SITE_ID,YEAR,VISIT_NO,DATE_COL,LOC_NAME,LAT_DD83,LON_DD83,HUC8
FW08UT013,2008,1,13-Aug-08,Slate Creek,40.66222979,-111.1798649,16020101
FW08UT021,2008,1,7-Aug-08,East Fork Sevier River,37.74306236,-112.0985939,16030002
FW08UT026,2008,1,15-Sep-08,Price River,39.3065305,-110.4051738,14060007
FW08UT028,2008,1,25-Jun-08,Blacksmith Fork,41.62460181,-111.7298982,16010203
FW08UT032,2008,1,4-Sep-08,Little East Fork East Fork Blacks Fork,40.864464,-110.539351,14040107
FW08UT051,2008,1,16-Sep-08,Fremont River,38.37090635,-110.7567233,14070003
FW08UT053,2008,1,23-Sep-08,East Fork Sevier River,38.18736155,-112.0946686,16030002
FW08UT041,2008,1,11-Jul-08,Santa Clara River,37.07694059,-113.5970254,15010008
FW08UT059,2008,1,16-Jul-08,Cotton Creek,41.79317634,-113.8369888,16020308
FW08UT067,2008,1,10-Sep-08,Calf Creek,37.85231882,-111.4473474,14070005
FW08UT080,2008,1,24-Jun-08,Woodruff Creek,41.48977821,-111.2582292,16010101
FW08UT099,2008,1,12-Aug-08,Right Fork White River,39.99030314,-111.0283603,14060007
FW08NM002,2008,2,19-Sep-08,Rio Nutrias,36.59767554,-106.5008687,13020102
FW08ND079,2008,1,1-Oct-08,Red River of the North,46.83041645,-96.7871555,9020104
FW08OH038,2008,1,9-Sep-08,Rocky River,41.45313237,-81.82335108,4110001
FW08VA007,2008,1,21-Aug-08,Tye River,37.63333906,-78.90302594,2080203
FW08VA022,2008,1,19-Aug-08,North River,38.30561608,-78.90090844,2070005
FW08VA026,2008,1,3-Sep-08,James River,37.59328261,-79.3832051,2080203
FW08VA026,2008,2,7-Oct-08,James River,37.59328261,-79.3832051,2080203
FW08VA001,2008,1,2-Sep-08,Little Mary's Creek,37.88508397,-79.15866411,2080202
FW08VA001,2008,2,18-Sep-08,Little Mary's Creek,37.88508397,-79.15866411,2080202
FW08VA005,2008,1,12-Aug-08,Dicks Creek,37.46347082,-80.34804838,2080201
FW08VA006,2008,1,23-Sep-08,Fox Creek,37.15926553,-82.16605093,5070202
FW08VA008,2008,1,28-Aug-08,Tributary to Little Licking Hole,37.70786314,-77.98928727,2080205
FW08VA018,2008,1,15-Sep-08,Walker Creek,37.31028014,-80.68118278,5050002
FW08VA030,2008,1,22-Sep-08,Walker Creek,37.10205212,-81.04267722,5050002
FW08VA034,2008,1,4-Sep-08,Jackson River,38.04565236,-79.87784037,2080201
FW08VA037,2008,1,30-Sep-08,Walker Creek,37.1594084,-80.85783058,5050002
FW08VA042,2008,1,2-Oct-08,Bold Branch,37.23958141,-79.44911471,3010101
FW08VA014,2008,1,8-Sep-08,Clinch River,36.96530261,-82.05180047,6010205
FW08VA010,2008,1,27-Aug-08,Po River,38.20339415,-77.63950811,2080105
FW08TX001,2008,1,25-Aug-08,Unnamed,30.68545325,-95.20209676,12030202
FW08TX002,2008,1,2-Sep-08,Indian Creek,33.02550094,-96.9194025,12030103
FW08TX013,2008,1,26-Aug-08,Pooles Creek,30.95941066,-95.83093747,12030202
FW08TX014,2008,1,28-Aug-08,Cowhouse Creek,31.59065264,-98.1271693,12070202
FW08TX047,2008,1,27-Aug-08,Frost Creek,31.53465945,-96.58774516,12070103
FW08TX088,2008,1,30-Aug-08,Unnamed,30.51303846,-98.51028269,12090201
FW08TX019,2008,1,24-Aug-08,Theuvenins Creek,30.61815112,-94.293034,12020006
FW08TX025,2008,1,21-Aug-08,Unnamed,29.9104657,-95.49178123,12040104
FW08TX032,2008,1,3-Sep-08,South Fish Creek,33.75841057,-97.29398271,11130201
FW08VT001,2008,1,8-Jul-08,Winooski River,44.28115936,-72.45384929,2010003
FW08VT002,2008,1,15-Jul-08,Black Creek,44.78314819,-72.85897839,2010007
FW08VT006,2008,1,22-Sep-08,Connecticut River,42.79337016,-72.52476763,1080107
FW08VT006,2008,2,12-Oct-08,Connecticut River,42.79337016,-72.52476763,1080107
FW08VT009,2008,1,4-Oct-08,White River,43.79297233,-72.67631047,1080105
FW08VT011,2008,1,23-Sep-08,Winooski River,44.48913281,-73.14832101,2010003
FW08VT011,2008,2,8-Oct-08,Winooski River,44.48913281,-73.14832101,2010003
FW08VT013,2008,1,6-Oct-08,White River,43.79748712,-72.50090314,1080105
FW08VT014,2008,1,1-Oct-08,Winooski River,44.4218729,-73.01537976,2010003
FW08VT016,2008,1,7-Oct-08,White River,43.65977031,-72.33973635,1080105
FW08VT018,2008,1,2-Oct-08,Winooski River,44.31823277,-72.72693639,2010003
FW08VT022,2008,1,10-Oct-08,West River,42.93002107,-72.60987539,1080107
FW08VT010,2008,1,31-Jul-08,North Branch Deerfield,42.94638954,-72.87178209,1080203
FW08WA007,2008,1,16-Jul-08,Peshastin Creek,47.46288389,-120.6610745,17020011
FW08WA009,2008,1,6-Aug-08,Cascade Creek,46.13171242,-121.5872954,17070105
FW08WA046,2008,1,17-Sep-08,Rattlesnake Creek,46.79931424,-121.0911253,17030002
FW08WA032,2008,1,22-Jul-08,Yakima River at Benton,46.2711703,-119.5704746,17030003
FW08LA006,2008,1,22-Jul-08,Big Creek,31.15240248,-92.80900394,8080203
FW08LA011,2008,2,6-Aug-08,Ouachita River,32.97480157,-92.07643968,8040202
FW08LA013,2008,1,20-Jul-08,Red River,31.62650075,-92.90920869,11140207
FW08LA014,2008,1,14-Jul-08,Bayou Bartholomew,32.78464844,-91.95736625,8040205
FW08LA017,2008,1,29-Jul-08,Black River,31.55118978,-91.80544961,8040305
FW08LA018,2008,1,12-Jul-08,Red River,32.06617568,-93.41412498,11140202
FW08LA022,2008,1,11-Jul-08,Twelve Mile Bayou,32.54805881,-93.78099558,11140304
FW08LA029,2008,1,18-Jul-08,Red River,31.37415976,-92.56085279,11140207
FW08LA030,2008,1,5-Aug-08,Bayou DArbonne,32.71237847,-92.27881681,8040206
FW08LA032,2008,1,1-Aug-08,Tensas River,31.74330427,-91.57782175,8050003
FW08LA033,2008,1,2-Aug-08,Black River,31.39441273,-91.80343205,8040305
FW08LA037,2008,1,19-Jul-08,Red River,31.81473201,-93.0575415,11140207
FW08LA045,2008,1,31-Jul-08,Bayou Rapides,31.33361524,-92.5020397,8080102
FW08RLA900,2008,1,9-Aug-08,Calcasieu River,30.3079066,-93.11348777,8080203
FW08NM001,2008,2,17-Sep-08,San Antonio Creek,35.97105437,-106.604984,13020202
FW08VT005,2008,2,8-Sep-08,Huntington River,44.21421333,-72.96547209,2010003
FW08PA001,2008,1,18-Aug-08,Starrucca Creek,41.86286449,-75.51340633,2050101
FW08PA001,2008,2,23-Sep-08,Starrucca Creek,41.86286449,-75.51340633,2050101
FW08PA005,2008,1,7-Aug-08,Messers Run,40.86921697,-76.08339211,2050107
FW08PA018,2008,1,21-Aug-08,Tributary to West Branch Ontario Creek,39.8477077,-76.13974364,2050306
FW08PA023,2008,1,10-Sep-08,Pine Creek,41.28870741,-77.34123227,2050205
FW08PA029,2008,1,5-Aug-08,Leggetts Creek,41.44305077,-75.66055299,2050107
FW08PA037,2008,1,19-Aug-08,Johnson Creek,41.83170096,-76.33241025,2050106
FW08PA039,2008,1,9-Sep-08,Pine Creek,41.37242695,-77.42404242,2050205
FW08ROH9019,2008,1,7-Sep-08,Big Darby Creek,39.63976424,-83.01537818,5060001
FW08OH003,2008,1,8-Sep-08,West Branch Nimishillen Creek,40.80568231,-81.38993132,5040001
FW08OH004,2008,1,25-Jun-08,Little Walnut Creek,39.74752967,-82.77872819,5060001
FW08OH005,2008,1,18-Jun-08,Raccoon Creek,40.06407859,-82.53392123,5040006
FW08OH012,2008,2,18-Aug-08,Paint Creek,39.30982385,-82.96429692,5060003
FW08OH017,2008,1,11-Jun-08,Muskingum River,40.26612178,-81.87411348,5040004
FW08OH007,2008,1,10-Sep-08,Beaver Creek,41.51664843,-81.22317665,4110003
FW08OH028,2008,1,19-Aug-08,Big Darby Creek,40.01635667,-83.25296601,5060001
FW08OH012,2008,1,15-Jul-08,Paint Creek,39.30982385,-82.96429692,5060003
FW08OH017,2008,2,6-Aug-08,Muckingum River,40.26612178,-81.87411348,5040004
FW08OH018,2008,1,29-Sep-08,Tuscarawas River,40.58128197,-81.39513962,5040001
FW08OH019,2008,1,23-Sep-08,Little Miami River,39.13619225,-84.3420566,5090202
FW08OH021,2008,1,18-Sep-08,Muskingum River,39.46602863,-81.48059021,5040004
FW08OH023,2008,1,7-Aug-08,Scioto River,38.8266823,-83.0176862,5060002
FW08OH024,2008,1,22-Sep-08,Sandusky River,41.02829168,-83.21294985,4100011
FW08OH027,2008,1,16-Sep-08,Mahoning River,41.20853605,-80.81059067,5030103
FW08OH031,2008,1,23-Jun-08,Great Miami River,39.69271043,-84.23253925,5080002
FW08OH033,2008,1,11-Jul-08,Koksing River,40.39459662,-82.5034368,5040003
FW08OH035,2008,1,30-Jul-08,Great Miami River,39.97682587,-84.17016929,5080001
FW08OH032,2008,1,5-Aug-08,Olentangy River,40.51499987,-83.02566642,5060001
FW08TN005,2008,1,2-Oct-08,Wells Creek,36.31967155,-87.67491152,5130205
FW08TN002,2008,1,9-Sep-08,Unknown Stream,36.37562986,-84.25585243,6010205
FW08TN002,2008,2,5-Oct-08,Unknown Stream,36.37562986,-84.25585243,6010205
FW08TN004,2008,1,11-Sep-08,Unknown Stream,36.45872528,-82.42141579,6010102
FW08TN004,2008,2,7-Oct-08,Unknown Stream,36.45872528,-82.42141579,6010102
FW08TN006,2008,1,12-Sep-08,Unknown,36.52332745,-81.95672963,6010102
FW08TN007,2008,1,14-Sep-08,Tellico River,35.39696378,-84.27655869,6010204
FW08TN010,2008,1,23-Sep-08,Cumberland River,36.60637345,-85.50504067,5130103
FW08TN010,2008,2,4-Oct-08,Cumberland River,36.60637345,-85.50504067,5130103
FW08TN011,2008,1,4-Sep-08,French Broad River,35.95144947,-83.55065947,6010107
FW08TN011,2008,2,6-Oct-08,French Broad River,35.95144947,-83.55065947,6010107
FW08TN013,2008,1,29-Sep-08,Duck River,35.67241402,-87.26333295,6040003
FW08TN014,2008,1,13-Sep-08,Laurel Ford Branch,35.67847269,-84.89154319,6010201
FW08TN015,2008,1,7-Sep-08,Nolichucky River,36.12507575,-83.18162259,6010108
FW08TN018,2008,1,28-Sep-08,Cumberland River,36.19969329,-86.6729338,5130202
FW08TN019,2008,1,5-Sep-08,Unknown,35.82909924,-83.48463899,6010107
FW08TN024,2008,1,27-Sep-08,Richland Creek,35.06898411,-86.96136076,6030004
FW08TN025,2008,1,1-Oct-08,Buffalo River,35.90159547,-87.84312679,6040004
FW08TN027,2008,1,3-Sep-08,French Broad River,35.95221355,-83.79580497,6010107
FW08TN029,2008,1,30-Sep-08,Duck River,35.76148187,-87.49864065,6040003
FW08TN030,2008,1,25-Sep-08,Silver Creek,35.54916085,-86.95243048,6040002
FW08TN031,2008,1,6-Sep-08,Lick Creek,36.22266757,-82.97198856,6010108
FW08TN035,2008,1,10-Sep-08,Lonesome Valley Creek,36.49377313,-83.61879405,6010206
FW08WY006,2008,1,12-Aug-08,Gaylord Creek,42.873144,-109.1805961,10080002
FW08WA005,2008,1,5-Aug-08,Quartz Creek,46.20886743,-121.7938865,17080002
FW08WA020,2008,1,23-Jul-08,Touchet River,46.27617069,-118.1924783,17070102
FW08WA028,2008,1,19-Aug-08,Trail Lake Coullee,47.5038301,-119.2924423,17020014
FW08WA035,2008,1,15-Jul-08,Methow River,48.25250673,-120.1167156,17020008
FW08LA036,2008,1,28-Oct-08,Lower Mississippi River,30.75505892,-91.59551885,8070100
FW08LA051,2008,1,10-Nov-08,Lower Mississippi River,30.20902194,-91.04196613,8070100
FW08LA052,2008,1,27-Oct-08,Lower Mississippi River,30.7423109,-91.36272658,8070100
FW08LA067,2008,1,3-Nov-08,Lower Mississippi River,30.04689637,-90.54004855,8070100
FW08LA068,2008,1,21-Oct-08,Lower Mississippi River,30.50565718,-91.2590743,8070100
FW08LA070,2008,1,2-Dec-08,Lower Mississippi River,29.93990765,-90.00286731,8090100
FW08LA131,2008,1,5-Nov-08,Lower Mississippi River,30.04065806,-90.63434836,8070100
FW08LA134,2008,1,19-Nov-08,Lower Mississippi River,29.87322413,-89.9043211,8090100
FW08LA151,2008,1,12-Nov-08,Lower Mississippi River,29.98096797,-90.82046885,8070100
FW08LA180,2008,1,20-Oct-08,Lower Mississippi River- Profit Island,30.57489446,-91.31236902,8070100
FW08LA182,2008,1,18-Nov-08,Lower Mississippi River,29.83838108,-89.98984593,8090100
FW08LA195,2008,1,4-Nov-08,Lower Mississippi River,29.99781702,-90.46133422,8070100
FW08LA198,2008,1,3-Dec-08,Lower Mississippi River,29.9210508,-89.92790872,8090100
FW08LA227,2008,1,22-Oct-08,Lower Mississippi River - St. Gabriel,30.26707579,-91.12171416,8070100
FW08LA228,2008,1,29-Oct-08,Lower Mississippi River,30.8366564,-91.52369148,8070100
FW08LA167,2008,1,11-Nov-08,Lower Mississippi River,30.15320111,-90.99949319,8070100
FW08WV006,2008,1,22-Jul-08,Hughes River,39.13142804,-81.34433728,5030203
FW08WV005,2008,1,12-Aug-08,Tug Fork of Big Sandy River,37.54136119,-82.03361116,5070201
FW08WV008,2008,1,14-Jul-08,Elk River,38.58808573,-80.89452344,5050007
FW08WV008,2008,2,30-Jul-08,Elk River,38.58808573,-80.89452344,5050007
FW08WV009,2008,1,28-Jul-08,Guyandotte River,38.35711153,-82.22414611,5070102
FW08WV013,2008,1,24-Jun-08,Kanawha River,38.32991799,-81.58526801,5050006
FW08WV014,2008,1,25-Jun-08,Kanawha River,38.81709494,-82.10041106,5050008
FW08WV022,2008,1,21-Jul-08,North Fork Hughes River,39.21057992,-81.15284234,5030203
FW08WV027,2008,1,2-Jul-08,Monongahela River,39.64842535,-79.98746651,5020003
FW08WV023,2008,1,23-Jul-08,Middle Island Creek,39.47830379,-80.88022407,5030201
FW08WV029,2008,1,19-Jun-08,Pocatalico River,38.45405985,-81.78074814,5050008
FW08WV033,2008,1,13-Aug-08,Tug Fork Big Sandy River,37.60034214,-82.15683374,5070201
FW08ME019,2008,1,17-Sep-08,Saco River,43.49885449,-70.4642289,1060002
FW08FL025,2008,1,7-Aug-08,Choctawhatchee River,30.93494339,-85.85018747,3140203
FW08MO001,2008,1,13-Oct-08,Sandy Creek,39.14697049,-91.39218266,7110008
FW08MO004,2008,1,15-Jul-08,Cub Creek,37.77833107,-91.03216734,7140102
FW08MO005,2008,1,8-Jul-08,Easter Creek,39.92375623,-95.06118003,10240005
FW08MO006,2008,1,23-Jul-08,Brush Creek,37.88951196,-93.72079998,10290106
FW08MO007,2008,1,11-Jul-08,Middle Fork Tebo Creek,38.48030586,-93.61433623,10290108
FW08MO011,2008,1,12-Aug-08,Black River,37.02754135,-90.64281884,11010007
FW08MO012,2008,1,9-Jul-08,Unnamed,39.73426795,-93.94027089,10280101
FW08MO023,2008,1,8-Jul-08,Davis Creek,39.02826524,-93.68118812,10300104
FW08MO026,2008,1,30-Sep-08,Skull Lick Creek,39.21987267,-91.92117078,7110006
FW08MO035,2008,1,14-Jul-08,Hungry Mother Creek,39.20884366,-92.53459835,10300102
FW08MO036,2008,1,23-Sep-08,Unknown,39.09748535,-94.3516648,10300101
FW08MO044,2008,1,9-Jul-08,Unnamed,37.42968171,-93.24450517,10290107
FW08AZ008,2009,1,5-May-09,Gila River,32.87100703,-109.1981321,15040002
FW08AZ044,2009,1,21-Apr-09,Agua Fria River,34.23975405,-112.0670972,15070102
FW08AZ090,2009,1,23-Apr-09,Lower Gila River,32.71136818,-114.3204076,15070201
FW08AZ107,2009,1,6-May-09,Gila River,32.71967085,-109.0974956,15040002
FW08AZ134,2009,1,4-May-09,Gila River,32.89332433,-109.7940786,15040005
FW08AZ139,2009,1,7-May-09,San Francisco River,33.02098181,-109.2997034,15040004
FW08RIA9038,2008,1,22-Jul-08,Lick Creek,40.60776761,-91.68335794,7100009
FW08RIA9060,2008,1,17-Jul-08,Lotts Creek,40.58214489,-94.14788494,10280101
FW08RIA9037,2008,1,17-Jul-08,Long Creek,40.83458174,-93.8599366,10280102
FW08RKS9002,2008,1,12-Jun-08,Palmer Creek,38.4925,-96.583333,11070203
FW08RKS9003,2008,1,9-Jul-08,South Fork Republican River,39.73790724,-101.8768828,10250003
FW08RKS9888,2008,1,23-Jun-08,Straight Creek,39.54454681,-95.7311285,10270103
FW08RKS9999,2008,1,18-Jun-08,Buck Creek,39.08720874,-95.29023053,10270104
FW08RMO9003,2008,1,2-Jul-08,Little Black River,36.70940739,-90.6967141,11010008
FW08RMO9006,2008,1,1-Jul-08,Mill Creek,37.87068546,-91.92974504,10290203
FW08RNE9010,2008,1,8-Jul-08,Monroe Creek,42.76731871,-103.927579,10120108
FW08RNE9011,2008,1,8-Jul-08,Middle Fork Soldier Creek,42.6905792,-103.5487203,10140201
FW08RNE9999,2008,1,9-Jul-08,Niobrara River,42.44965649,-103.2627373,10150002
FW08RNE9024,2008,1,9-Jul-08,Frenchman Creek,40.48034137,-101.583417,10250005
FW08RNE9022,2008,1,15-Jul-08,Rock Creek,40.11065926,-97.05786967,10270207
FW08ND081,2009,1,19-May-09,Coyote Creek,47.09668968,-101.8016702,10130201
FW08RKS9777,2008,1,25-Jun-08,Kings Creek,39.10655601,-96.60643503,10270101
FW08ID003,2008,1,15-Jul-08,Breakfast Creek,46.86031503,-116.0390442,17060308
FW08ID003,2008,2,12-Aug-08,Breakfast Creek,46.86031503,-116.0390442,17060308
FW08ID004,2008,1,17-Jul-08,Fisher Creek,45.07920575,-116.0947575,17050123
FW08ID004,2008,2,14-Aug-08,Fisher Creek,45.07920575,-116.0947575,17050123
FW08ID005,2008,1,30-Jul-08,North Fork Pocatello Creek,42.90979506,-112.327078,17040208
FW08ID006,2008,1,21-Jul-08,Flat Creek,42.00729662,-115.2197238,17050102
FW08ID007,2008,1,9-Jul-08,Shovel Creek,45.02324849,-114.4461665,17060206
FW08ID024,2008,1,22-Jul-08,Martindale Fork,42.17904009,-114.2219629,17040212
FW08ID036,2008,1,1-Jul-08,Rattlesnake Creek,43.60292561,-115.5733393,17050113
FW08ID044,2008,1,2-Jul-08,Little Jacks Creek,42.7527138,-116.0743669,17050102
FW08ID053,2008,1,8-Jul-08,Basin Creek,44.84403732,-113.8166768,17060204
FW08ID008,2008,1,23-Jul-08,Big Creek,42.0474638,-114.4203312,17040213
FW08ID034,2008,1,29-Jul-08,Right Fork Cottonwood Creek,42.46121104,-111.9125695,16010202
FW08ID057,2008,1,4-Aug-08,Silver Creek,43.31272807,-114.1155635,17040221
FW08ID061,2008,1,5-Aug-08,Big Spruce Creek,44.20986481,-115.5467376,17050120
FW08RMT9013,2009,1,20-May-09,Woody Island Coulee,48.92267492,-108.38435,10050010
FW08MT059,2009,1,19-May-09,Pondera Coulee,48.14320727,-112.1246251,10030203
FW08ND118,2009,1,28-May-09,Otter Creek,47.21306694,-101.6901873,10130201
FW08MT012,2009,1,20-May-09,Tule Creek,48.22390983,-105.5177517,10060001
FW08AZ194,2009,1,27-May-09,Santa Cruz River,31.56235429,-111.0460433,15050301
FW08AZ008,2009,2,28-May-09,Gila River,32.87100703,-109.1981321,15040002
FW08AZ019,2009,1,26-May-09,Santa Cruz River,32.40882122,-111.1606295,15050303
FW08ND142,2009,1,2-Jun-09,Thirtymile Creek near Burt,46.4305193,-102.1681364,10130204
FW08ND064,2009,1,4-Jun-09,Crooked Creek near Emerson ND,47.16788712,-102.6457541,10130201
FW08CO015,2009,1,4-Jun-09,Saint Vrain Creek,40.19171518,-105.2005421,10190005
FW08MS013,2009,1,4-Jun-09,Unnamed,32.80646117,-88.55027714,3160108
FW08MS008,2009,1,3-Jun-09,Tombigbee River,34.00165749,-88.51833182,3160101
FW08MS009,2009,1,27-May-09,Whiskey Creek,31.05988801,-88.88820272,3170006
FW08MS020,2009,1,1-Jun-09,Unnamed Tributary,31.19723352,-89.69055391,3180004
FW08AZ019,2009,2,10-Jun-09,Left Blank,32.40882122,-111.1606295,15050303
FW08AZ022,2009,1,18-May-09,Eagle Creek,33.29395085,-109.494703,15040005
FW08AZ075,2009,1,21-May-09,San Francisco River above Clifton,33.10544383,-109.299405,15040004
FW08AZ171,2009,1,19-May-09,Blue River,33.67588001,-109.0840924,15040004
FW08AL011,2009,1,9-Jun-09,Town Creek,34.71586192,-85.61116941,6030001
FW08AL012,2009,1,7-Jun-09,Elk River,34.95092177,-87.042028,6030004
FW08AL028,2009,1,6-Jun-09,Elk River,34.90862922,-87.06229652,6030004
FW08DE009,2009,1,3-Jun-09,Brandywine Creek,39.83429874,-75.57709346,2040205
FW08IN007,2009,1,1-Jun-09,Crooked Creek,39.43393657,-87.12165125,5120203
FW08IN012,2009,1,29-May-09,Otter Creek,39.18727431,-85.34940476,5120207
FW08IN019,2009,1,30-May-09,Abner Creek,39.77823548,-86.44708256,5120201
FW08IN021,2009,1,28-May-09,Eel River,41.04920995,-85.72037122,5120104
FW08IN027,2009,1,31-May-09,Unnamed Stream,40.01111906,-86.89988443,5120110
FW08IN039,2009,1,28-May-09,Little White River,40.13717208,-85.20353058,5120201
FW08MI020,2009,1,3-Jun-09,St. Clair River,42.5522966,-82.58845921,4090002
FW08IN031,2009,1,29-May-09,Big Creek,40.71212718,-86.85060697,5120106
FW08LA050,2009,1,12-Jun-09,Bayou Dorcheat,32.56400043,-93.32062099,11140203
FW08LA059,2009,1,7-Jun-09,Vermilion River,29.90427145,-92.11600337,8080103
FW08LA062,2009,1,9-Jun-09,Odom Creek,31.36398535,-93.19880578,11140207
FW08LA072,2009,1,6-Jun-09,Bayou Des Glaises,30.60083047,-91.87677331,8080102
FW08LA073,2009,1,2-Jun-09,Bayou de Saird,32.52847604,-92.0439915,8040207
FW08LA079,2009,1,14-Jun-09,Unnamed,30.1777723,-93.05098255,8080206
FW08LA092,2009,1,3-Jun-09,Turkey Creek,32.49502418,-91.51857854,8050001
FW08LA094,2009,1,31-May-09,Bayou De Saird,32.57591631,-92.06192231,8040207
FW08LA097,2009,1,11-Jun-09,Willingham Bayou,31.39846907,-91.7640648,8040306
FW08LA102,2009,1,13-Jun-09,Boggy Bayou,32.37390452,-93.89218832,11140206
FW08AR016,2009,1,7-Jun-09,Mulberry River,35.67817479,-93.74408949,11110201
FW08AR032,2009,1,9-Jun-09,Arkansas River,35.42766302,-94.14453915,11110201
FW08AR044,2009,1,27-May-09,Unnamed,35.09489821,-93.4227353,11110204
FW08AR073,2009,1,2-Jun-09,Little Walnut Creek,36.42861166,-93.14634877,11010003
FW08AR099,2009,1,31-May-09,Middle Fork Illinois Bayou,35.71495398,-92.88273831,11110202
FW08AR111,2009,1,1-Jun-09,Unknown,35.27595613,-92.19925139,11110205
FW08AR114,2009,1,19-May-09,Boot Creek,34.675951,-92.66396251,8040203
FW08AR142,2009,1,28-May-09,Rush Fork,34.37706817,-93.20282683,8040101
FW08AR147,2009,1,20-May-09,Unnamed,34.92202722,-92.953152,11110206
FW08MT047,2009,1,16-Jun-09,Big Sandy Creek,48.457665,-109.9263753,10050005
FW08OK007,2008,1,7-Jul-08,Buckeye Creek,35.53755037,-96.31584045,11100303
FW08OK010,2008,1,16-Jun-08,Commission Creek,36.03834837,-99.9304572,11090201
FW08OK012,2008,1,30-Sep-08,Little Greenleaf,35.69013981,-95.16558574,11110102
FW08OK011,2008,1,15-Jul-08,Washita River,35.04684704,-98.30825208,11130302
FW08OK019,2008,1,29-Jul-08,Red River,33.86362361,-97.00595413,11130210
FW08OK023,2008,1,18-Sep-08,Bear Creek,35.74930919,-97.13433409,11100303
FW08OK044,2008,1,22-Sep-08,Elk Creek,34.92254042,-99.11120133,11120303
FW08OK060,2008,1,17-Jun-08,Sergeant Major Creek,35.54538909,-99.72270535,11130301
FW08OK061,2008,1,25-Jun-08,Polecat Creek,35.96545355,-96.36807122,11110101
FW08OK080,2008,1,24-Jun-08,Pennington Creek,34.34591923,-96.69947948,11130304
FW08OK002,2008,1,8-Jul-08,Little Deep Fork,35.80398666,-96.4833534,11100303
FW08WY005,2009,1,8-Jun-09,Hondo Creek,44.30321955,-106.938932,10090206
FW08WY022,2009,1,11-Jun-09,Salt Creek,43.41402294,-106.2859761,10090204
FW08WY041,2009,1,9-Jun-09,Muddy Creek,44.15839041,-106.9120158,10090205
FW08WY054,2009,1,10-Jun-09,Belle Fourche River,43.94402022,-105.4367036,10120201
FW08RMT9011,2009,1,15-Jun-09,Marias River below Tiber Dam,48.24926293,-110.6302293,10030203
FW08ND002,2009,1,17-Jun-09,Deep Creek,46.54627111,-103.5638483,10110203
FW08ND138,2009,1,16-Jun-09,Spring Creek,46.01407078,-103.2878274,10130301
FW08ND066,2009,1,18-Jun-09,White Earth River,48.36718786,-102.7777969,10110101
FW08KS029,2009,1,18-May-09,Cimarron River,37.06712523,-99.55893806,11040008
FW08KS045,2009,1,19-May-09,Mule Creek,37.12028426,-98.98489094,11060002
FW08OK020,2008,1,22-Sep-08,Little Tony Creek,34.83934394,-98.3059952,11130202
FW08OK011,2008,2,3-Sep-08,Washita River,35.04684704,-98.30825208,11130302
FW08KS057,2009,1,13-May-09,Pawnee River,38.23225243,-100.0290686,11030005
FW08KS055,2009,1,27-May-09,Kansas River,39.05435221,-95.49074362,10270102
FW08ND161,2009,1,25-Jun-09,Turtle Creek,47.31478407,-100.91521,10130101
FW08MI001,2009,1,10-Jun-09,Wanadoga Creek,42.43728423,-85.12122073,4050003
FW08MI004,2009,1,2-Jun-09,Black Creek,46.31368402,-86.89834447,4020201
FW08MI010,2009,1,9-Jun-09,Cedar Creek,42.33026798,-86.20778999,4050002
FW08MI015,2009,1,4-Jun-09,Big Cedar River,45.69913876,-87.40744478,4030109
FW08MI017,2009,1,11-Jun-09,Columbia Creek,42.5694993,-84.59279569,4050004
FW08MI022,2009,1,8-Jun-09,Silver Creek,42.42834336,-85.58468357,4050003
FW08MI039,2009,1,5-Jun-09,Rochereau Creek,45.29254683,-87.44974689,4030109
FW08TX012,2009,2,13-Oct-09,Canadian River,35.7675098,-101.322332,11090106
FW08TX012,2009,1,24-Jun-09,Canadian River,35.7675098,-101.322332,11090106
FW08TX061,2009,1,27-Aug-09,Sulphur River-Bowie County,33.29423969,-94.05901694,11140302
FW08MI043,2009,1,3-Jun-09,Summer Meadow Creek,46.05776629,-87.2473558,4030110
FW08MI054,2009,1,9-Jun-09,Farm drain near Hopkins,42.61668657,-85.72820112,4050003
FW08MS004,2009,1,16-Jun-09,West Hobolochitto Creek,30.76720397,-89.65497288,3180004
FW08MS026,2009,1,10-Jun-09,Topisaw Creek,31.31668821,-90.29968637,3180005
FW08RMS9463,2009,1,11-Jun-09,White Sands Creek,31.45085535,-90.01004233,3180003
FW08RMS9999,2009,1,16-Jun-09,Black Creek,30.97022352,-89.00785862,3170007
FW08TX059,2009,1,12-May-09,Brazos River,31.55041499,-97.09174208,12060202
FW08MT036,2009,1,10-Jun-09,Willow Creek,48.56932334,-112.9000922,10030202
FW08MT052,2009,1,11-Jun-09,Willow Creek,48.99086339,-113.198807,10010002
FW08IL001,2009,1,19-Jun-09,Beaver Creek,38.85319677,-89.39780396,7140203
FW08IL002,2009,1,22-Jun-09,Plum Creek,39.67544736,-90.52533854,7130011
FW08IL004,2009,1,23-Jun-09,West Branch Copperas Creek,40.57855053,-89.9376182,7130003
FW08IL023,2009,1,17-Jun-09,Lost Creek,39.34781178,-88.05272107,5120112
FW08IL025,2009,1,20-Jun-09,Turner Hollow Creek,39.05375237,-90.65927761,7110004
FW08IL040,2009,1,18-Jun-09,Unknown,37.79673471,-88.37006294,5140204
FW08IL041,2009,1,20-Jun-09,Six Mile Creek,39.59012795,-90.87370169,7110004
FW08IL042,2009,1,18-Jun-09,Unknown,38.0088038,-88.6775417,7140106
